,lyrics,title
54,"[Chorus: Ariana Grande & Nicki Minaj]I've been here all night, ArianaI've been here all day,  Nicki MinajAnd boy, got me walkin' side to side, let them hoes know[Verse 1: Ariana Grande]I'm talkin' to yaSee you standing over there with your bodyFeeling like I wanna rock with your bodyAnd we don't gotta think 'bout nothin' ('bout nothin')I'm comin' at ya'Cause I know you got a bad reputationDoesn't matter, 'cause you give me temptationAnd we don't gotta think 'bout nothin' ('bout nothin')[Pre-Chorus: Ariana Grande]These friends keep talkin' way too muchSay I should give you upCan't hear them, no, 'cause I…[Chorus: Ariana Grande]I've been here all nightI've been here all dayAnd boy, got me walkin' side to sideI've been here all nightI've been here all dayAnd boy, got me walkin' side to side (side to side)[Verse 2: Ariana Grande]Been tryna hide itBaby, what's it gonna hurt if they don't know?Makin' everybody think that we soloJust as long as you know you got me (you got me)And boy I got yaCause tonight I'm making deals with the devilAnd I know it's gonna get me in troubleJust as long as you know you got me[Pre-Chorus: Ariana Grande]These friends keep talkin' way too muchSay I should give you upCan't hear them, no, 'cause I…[Chorus: Ariana Grande]I've been here all nightI've been here all dayAnd boy, got me walkin' side to side (side to side)I've been here all night (been here all night, baby)I've been here all day (been here all day, baby)And boy, got me walkin' side to side (side to side)[Refrain: Nicki Minaj]This the new style with the fresh type of flowWrist icicle, ride dick, bicycleCome through yo, get you this type of blowIf you wanna Minaj, I got a tricycle[Verse 3: Nicki Minaj]All these bitches' flows is my mini-meBody smoking, so they call me Young Nicki ChimneyRappers in they feelings 'cause they feelin' meUh, I-I give zero fucks and I got zero chill in meKissing me, copped the blue box that say TiffanyCurry with the shot, just tell 'em to call me StephanieGun pop and I make my gum popI'm the queen of rap, young Ariana run pop[Pre-Chorus: Ariana Grande]These friends keep talkin' way too muchSay I should give him upCan't hear them, no, 'cause I…[Chorus: Ariana Grande]I've been here all night (been here all night, baby)I've been here all day (been here all night, baby)And boy, got me walkin' side to side (side to side)I've been here all night (been here all night, baby)I've been here all day (been here all day, baby)Boy, got me walkin' side to side (side to side)[Refrain: Nicki Minaj]This the new style with the fresh type of flowWrist icicle, ride dick, bicycleCome through yo, get you this type of blowIf you wanna Minaj, I got a tricycle",side to side
55,"[Intro: DJ Khaled]Another oneWe The Best musicDJ Khaled[Verse 1: Rihanna]I don't know if you could take itKnow you wanna see me nakey, nakey, nakedI wanna be your baby, baby, babySpinning and it's wet just like it came from MaytagWhite girl wasted on that brown liquorWhen I get like this I can't be around youI'm too lit to dim down a notch'Cause I could name some thangs that I'm gon' do[Chorus: Rihanna]Wild, wild, wildWild, wild, wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughts[Interlude: DJ Khaled]Let's go![Verse 2: Rihanna]I hope you know I'm for the takin'You know this cookie is for the baking (ugh)Kitty, kitty, baby give that thing some rest'Cause you done beat it like the '68 JetsDiamonds ain't nothing when I'm rockin' with yaDiamonds ain't nothing when I'm shinin' with yaJust keep it white and black as if I'm ya sistaI'm too hip to hop around town out here with yaI know I get[Chorus: Rihanna]Wild, wild, wildWild, wild, wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughts[Verse 3: Bryson Tiller]Ayy, I heard that pussy for the takingI heard it got these other niggas goin' crazyYeah I treat you like a lady, ladyFuck you 'til you're burned out, cremationMake it cream, yeah, Wu-TangThrow that ass back, bouquetCall me and I can get it juicyI can tell you're gone off the D'USSÉCareful mama watch what you sayYou talking to me like ya new baeGirl, talking like you tryna do thingsNow that pipe got her running like she Usain, babyYou made me drown in it, touche, babyI'm carrying that water, Bobby Boucher, babyYou know I'ma slaughter like I'm JasonBust it, why you got it on safety?White girl wasted on brown liquorI probably shouldn't be around you'Cause you get wild, wild, wildYou looking like there's nothing that you won't doAyy, girl that's when I told you[Chorus: Rihanna]When I'm with you, all I get is wild thoughtsWild, wild, wildWild, wild, wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughtsWild, wild, wildWhen I'm with you, all I get is wild thoughts[Outro: DJ Khaled & Rihanna]DJ Khaled!Wild, wild, wildWild, wild, wildWhen I'm with you, all I get is wild thoughts",wild thoughts
56,"[Verse 1]The club isn't the best place to find a loverSo the bar is where I goMe and my friends at the table doing shotsDrinking fast and then we talk slowAnd you come over and start up a conversation with just meAnd trust me I'll give it a chance nowTake my hand, stop, put Van the Man on the jukeboxAnd then we start to dance, and now I'm singing like[Pre-Chorus]Girl, you know I want your loveYour love was handmade for somebody like meCome on now, follow my leadI may be crazy, don't mind meSay, boy, let's not talk too muchGrab on my waist and put that body on meCome on now, follow my leadCome, come on now, follow my lead[Chorus]I'm in love with the shape of youWe push and pull like a magnet doAlthough my heart is falling tooI'm in love with your bodyAnd last night you were in my roomAnd now my bed sheets smell like youEvery day discovering something brand newI'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyEvery day discovering something brand newI'm in love with the shape of you[Verse 2]One week in we let the story beginWe're going out on our first dateYou and me are thrifty, so go all you can eatFill up your bag and I fill up a plateWe talk for hours and hours about the sweet and the sourAnd how your family is doing okayLeave and get in a taxi, then kiss in the backseatTell the driver make the radio play, and I'm singing like[Pre-Chorus]Girl, you know I want your loveYour love was handmade for somebody like meCome on now, follow my leadI may be crazy, don't mind meSay, boy, let's not talk too muchGrab on my waist and put that body on meCome on now, follow my leadCome, come on now, follow my lead[Chorus]I'm in love with the shape of youWe push and pull like a magnet doAlthough my heart is falling tooI'm in love with your bodyAnd last night you were in my roomAnd now my bed sheets smell like youEvery day discovering something brand newI'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyOh—I—oh—I—oh—I—oh—II'm in love with your bodyEvery day discovering something brand newI'm in love with the shape of you[Bridge]Come on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come onCome on, be my baby, come on[Chorus]I'm in love with the shape of youWe push and pull like a magnet doAlthough my heart is falling tooI'm in love with your bodyLast night you were in my roomAnd now my bed sheets smell like youEvery day discovering something brand newI'm in love with your bodyCome on, be my baby, come onCome on, be my baby, come onI'm in love with your bodyCome on, be my baby, come onCome on, be my baby, come onI'm in love with your bodyCome on, be my baby, come onCome on, be my baby, come onI'm in love with your bodyEvery day discovering something brand newI'm in love with the shape of you",shape of you
57,"[Verse 1]Where should we run to?We got the world in our hands and we're ready to playThey say we're wastedBut how can we waste it if we're loving every day?Okay, I got the keys to the universeSo stay, with me, 'cause I got the keys, babe[Pre-Chorus]Don't wanna wake up one day wishing that we done moreI wanna live fast and never look back, that's what we here forDon't wanna wake up one day wondering where'd it all go'Cause we'll be home before we know, I wanna hear you sing it[Chorus]Hey mama, don't stress your mind, we coming home tonightHey mama, we gonna be alright, dry those eyesWe'll be back in the morning when the sun starts to riseSo mama, don't stress your mindSo mama, don't stress your mind[Post-Chorus]Mama, mama, mama, heyWe coming home tonightMama, mama, mama, heyWe coming home tonight[Verse 2]Where should we run to?We got a ticket that takes us wherever we likeWe got our problemsBut just for the minute, let's push all our troubles asideAlright, 'cause we got the keys to the universeInside our minds, yeah, we got the keys, babe[Pre-Chorus]Don't wanna wake up one day wishing that we done moreI wanna live fast and never look back, that's what we here forDon't wanna wake up one day wondering where'd it all go'Cause we'll be home before we know, I wanna hear you sing it[Chorus]Hey mama, don't stress your mind, we coming home tonightHey mama, we gonna be alright, dry those eyesWe'll be back in the morning when the sun starts to riseSo mama, don't stress your mindSo mama, don't stress your mindHey, mama, don't stress your mind, we coming home tonightHey, mama, we gonna be alright, dry those eyesWe'll be back in the morning when the sun starts to riseSo mama, don't stress your mindSo mama, don't stress your mind[Post-Chorus]Mama, mama, mama, heyWe coming home tonightMama, mama, mama, heyWe coming home tonight",mama
58,"[Intro]Oh heyOh, oh heyOh, oh, oh heyUh oh, uh oh[Chorus: Adam Levine]I don't wanna know, know, know, knowWho‘s taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, noI don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, ohI don't wanna know[Verse 1: Adam Levine]Wasted (wasted)And the more I drink the more I think about youOh no, no, I can't take itBaby every place I go reminds me of you[Pre-Chorus: Adam Levine]Do you think of me? Of what we used to be?Is it better now that I'm not around?My friends are actin' strange, they don't bring up your nameAre you happy now?Are you happy now?[Chorus: Adam Levine]I don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, noI don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, ohI don't wanna know[Verse 2: Adam Levine]And every time I go out, yeahI hear it from this one, I hear it from that oneThat you got someone newYeah, I see but don't believe itEven in my head you're still in my bedMaybe I'm just a fool[Pre-Chorus: Adam Levine]Do you think of me? Of what we used to be?Is it better now that I'm not around?My friends are actin' strange, they don't bring up your nameAre you happy now?Are you happy now?[Chorus: Adam Levine]I don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, noI don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, ohI don't wanna know[Verse 3: Kendrick Lamar](Oh hey)No more “please stop”No more hashtag boo'd up screenshotsNo more tryin' make me jealous on your birthdayYou know just how I made you better on your birthday, ohDo he do you like this, do he woo you like this?Do he lay it down for you, touch your poona like this?Matter fact, never mind, we'll let the past beMay be his right now, but your body's still me, woah[Chorus: Adam Levine]I don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, noI don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, ohI don't wanna knowI don't wanna know, know, know, knowWho's taking you home, home, home, homeAnd loving you so, so, so, soThe way I used to love you, ohI don't wanna know[Outro]Oh heyOh, oh heyOh, oh, oh heyUh oh, uh oh",don't wanna know (feat. kendrick lamar)
59,"Letra de El Amante[Verse 1]Ya yo me cansé, no quiero ser tu amanteTe digo de mi parte, que no aguanto másYa no aguanto ver el otro como dice que es el dueño tuyoMe mata el orgulloÉl ni te sabe hablar[Pre Chorus]Esta la hice pa' élCuando la escuche quiero estar ahí para verCuando se entere y sepa que soy dueño de ustedTal vez suene un poco mal, lo sé y no me luceTodo es por usted[Chorus]Mami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue con él te sientes fríaMami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue él es una porqueríaTe caliento más, más, másTe caliento más, más, másTe caliento más, más, másTe caliento más, más, másTe caliento más[Verse 2]Sólo una cosa te preguntaréSi tienes frío, ¿quién te da calor?Yo soy el dueño de tus fantasíasNadie lo hace como yoSi te vistes bonita, él no te dice na'Y a mí tú me gustas hasta sin maquillarTú siempre a mí me dices que te trata malY eso lo tienes que acabarDime qué tú vas a hacerMami, tengo la inquietudSi quieres sufrir con élEso lo decides túQue seas feliz con élYo no te contestaréSé que me vas a llamarCuando me extrañe tu piel[Chorus]Mami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue con él te sientes fríaMami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue él es una porquería[Pre Chorus]Esta la hice pa' élCuando la escuche quiero estar ahí para verCuando se entere y sepa que soy dueño de ustedTal vez suene un poco mal, lo sé y no me luceTodo es por usted[Chorus]Mami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue con él te sientes fríaMami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue él es una porqueríaTe caliento más, más, másTe caliento más, más, másTe caliento más, más, másTe caliento más, más, másTe caliento másMami, yo me siento tuyoYo sé que tú te sientes míaDile al noviecito tuyoQue él es una porqueríaN-I-C-KNicky Nicky Nicky JamSaga WhiteBlackLa Industria IncNo quiero ser tu amante",el amante
60,"Songtext/deutsche Übersetzung zu Jason Derulos „Swalla” feat. Ty Dolla $ign & Nicki Minaj[Intro: Nicki Minaj]TrankYoung Money[Strophe 1: Jason Derulo]Liebe in tausend verschiedenen GeschmacksrichtungenIch wünschte ich könnte sie alle heute Nacht schmeckenNein, ich habe keine Pläne für mein AbendessenAlso solltest du alle deine Freundinnen mitbringenIch schwöre, dass alle, ihr alle, mein Typ seid[Pre-Chorus: Jason Derulo]Alles deine Mädchen hier drinnen, falls du dich durstig fühlstKomm schon, nimm einen Schluck, denn du weißt, dass ich es serviere[Hook: Jason Derulo]Shimmy shimmy yay, shimmy yay, shimmy ya (trank)Schluck (trank)Schluck (schluck)SchluckShimmy shimmy yay, shimmy yay, shimmy ya (trank)Schluck (trank)Schluck (schluck)SchluckVerrücktes, verrücktes MädchenMein verrücktes, verrücktes Mädchen[Strophe 2: Ty Dolla $ign]Shimmy shimmy shimmy yay, shimmy yahBöse Mädchen werden schlucken[?] an meinem Handgelenk in dieser SchlampeMein Ring am kleinen Finger ist größer als seinerTraf sie draußen in Beverly Hills, ayDolla hat zu viele Mädchen, ayTraf sie draußen in Beverly HillsAlles, was sie trägt, sind Heels mit rotem UntergrundWenn sie ihren Hintern in Stellung bringt, packe ich es auf dem SnapWenn sie auf die Knie fällt, packe ich es auf dem GramDJ poppt, sie wird es schluckenChampagner poppt, sie wird es schlucken[Pre-Chorus: Jason Derulo]Alles deine Mädchen hier drinnen, falls du dich durstig fühlstKomm schon, nimm einen Schluck, denn du weißt, dass ich es serviere[Hook: Jason Derulo]Shimmy shimmy yay, shimmy yay, shimmy ya (trank)Schluck (trank)Schluck (schluck)SchluckShimmy shimmy yay, shimmy yay, shimmy ya (trank)Schluck (trank)Schluck (schluck)SchluckVerrücktes, verrücktes MädchenMein verrücktes, verrücktes Mädchen[Strophe 3: Nicki Minaj]Böses Mädchen. nichts wird geschluckt, Wort zum Dalai LamaEr weiß ich bin ein Fashion-Killer, Wort zu John GallianoEr kauft das Valentino, gibt kein Neinsagen zu mirWieso ehefraut ihr diese Schlampen? Ihr bekommst keine Gewinne dafürIch habe gerade ein weiteres gutes Jahr, wir bekommen keine Zeppeline dafürPussy-Game immer noch kalt, wir bekommen keine Nerze dafürWenn ich die Bananen poppe, verbinden wir keine Schimpansen damitIch hab diesen Bitches zwei Jahre gegeben, jetzt ist eure Zeit umSegne ihr Herz, sie wirft Shots, aber jede Zeile ist scheißeIch bin in dem krischroten Ausländer mit den braunen GedärmenMein Scheiß schlägt, wie der Typ LeBrons Nüsse[Pre-Chorus: Jason Derulo]Alles deine Mädchen hier drinnen, falls du dich durstig fühlstKomm schon, nimm einen Schluck, denn du weißt, dass ich es serviere[Hook: Jason Derulo & Nicki Minaj, Beide]Shimmy shimmy yay, shimmy yay, shimmy ya (meine Liebe) (trank)Schluck (meine Liebe) (trank)Schluck (schluck)SchluckShimmy shimmy yay, shimmy yay, shimmy ya (kyuh!) (trank)Schluck (trank)Schluck (schluck)Schluck[Outro: Jason Derulo & Nicki Minaj]Young MoneySchluckJ.DVerrücktes, verrücktes MädchenSchluckMein verrücktes, verrücktes MädchenSchluckMein verrücktes, verrücktes MädchenSchluckMein verrücktes, verrücktes MädchenDerulo",swalla (feat. nicki minaj & ty dolla $ign)
61,,reggaetón lento (bailemos)
62,"[Verse 1: ZAYN]Not tryna be indieNot tryna be coolJust tryna be in thisTell me, are you too?Can you feel where the wind is?Can you feel it throughAll of the windowsInside this room?[Interlude: ZAYN]'Cause I wanna touch you babyAnd I wanna feel you tooI wanna see the sunriseOn your sins just me and you[Pre-Chorus: ZAYN & Sia]Light it up, on the runLet's make love tonightMake it up, fall in love, try[Chorus: ZAYN & Sia]But you'll never be aloneI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right hereI'll hold you when things go wrongI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right here[Post-Chorus: ZAYN & Sia]I'll be with you from dusk till dawnBaby, I am right here[Verse 2: ZAYN]We were shut like a jacketSo do your zipWe would roll down the rapidsTo find a wave that fitsCan you feel where the wind is?Can you feel it throughAll of the windowsInside this room?[Interlude: ZAYN & Sia]'Cause I wanna touch you babyAnd I wanna feel it tooI wanna see the sunriseOn your sins just me and you[Pre-Chorus: ZAYN & Sia]Light it up, on the runLet's make love tonightMake it up, fall in love, try[Chorus: ZAYN & Sia]But you'll never be aloneI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right hereI'll hold you when things go wrongI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right here[Post-Chorus: ZAYN & Sia]I'll be with you from dusk till dawnBaby, I am right here[Bridge: ZAYN & Sia]Could give love to your bodySo, only you that can stop itGo, give love to your bodySo, only you that can stop itGo, give love to your bodySo, only you that can stop itGo, give love to your bodyGo, give love to your body[Chorus: ZAYN & Sia]But you'll never be aloneI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right hereI'll hold you when things go wrongI'll be with you from dusk till dawnI'll be with you from dusk till dawnBaby, I am right here[Post-Chorus: ZAYN & Sia]I'll be with you from dusk till dawnBaby, I am right here[Outro: ZAYN & Sia]I'll be with you from dusk till dawnBaby, I am right here",dusk till dawn   radio edit
63,"(Intro)Raindrop (drip), drop top (drop top)Smokin' on cookie in the hotbox (cookie)Fuckin' on your bitch, she a thot, thot (thot)Cookin' up dope in the crockpot (pot)[Catch me outside, how 'bout that?]We came from nothin' to somethin', nigga (hey)I don't trust nobody, grip the trigger (nobody)Call up the gang and they come and get ya (gang)Cry me a river, give you a tissue (hey)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (blaow)My niggas is savage, ruthless (savage)[Stompdown Killaz, motherfucker]We got 30's and 100 rounds too (grrah)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (dope)My niggas is savage, ruthless (hey)[New album coming soon]We got 30's and 100 rounds too (glah)(Verse 1)Nahh, I ain't cookin' dope in a crack pot but I might split them down the middle like a pom-pom, dawgie I'm the don one, prolly wearin' Shawn John, drive by and shoot you in your whipThat's a hot barAll these rappers always flexin' on a 'gram til I show up at their show with a weapon in my hands and I'm lettin' it go blamLeave 'em right there where they stand, parked the hearse out side, tell the reverend in advanceHey, I'm the motherfuckin' man now, I don't get on stage for at least three grands now, yeahThere are for the handouts, see me on your TV like the dude sellin' sham whileI ain't fuckin' with like half of these rappers 'cause I've been bringing back to music the shit actually matter and I'm on topIf you lookin' for me, go grab a ladderYou think you hard but you rappers sound like Hannah MontanaI got a habit for smashing melons and emptying the seedsI take a look around and see nobody in my league, capishI don't give about a thot-thot, put a gun in your mouth and pop like Pop RocksI'm about to piss the whole damn world off, fuck around and find me your homes like Sherlock (Sherlock)Shirt off in your fridge with a Smirnoff, drink it all and I gotta go 'cause your girl callIn a whip and it's prolly got it heavy, got a bottle full of henny, eating wobbles down at DanniesFat boy, little caesar hot and ready.. I used to smoke blunts while my mama made spaghettiThat's not a man that can get in my spotI'm 'bout to battle a beast and he down the king of the dotThey say I'm sick, and I'm gettin' the cough, you can listen and nod, I'm still pissin' dem off, heeeyy(Hook)Raindrop (drip), drop top (drop top)Smokin' on cookie in the hotbox (cookie)Fuckin' on your bitch, she a thot, thot (thot)Cookin' up dope in the crockpot (pot)We came from nothin' to somethin', nigga (hey)I don't trust nobody, grip the trigger (nobody)Call up the gang and they come and get ya (gang)Cry me a river, give you a tissue (hey)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (blaow)My niggas is savage, ruthless (savage)We got 30's and 100 rounds too (grrah)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (dope)My niggas is savage, ruthless (hey)We got 30's and 100 rounds too (glah)(Verse 2)Why everybody gotta hate on the kid?Smoke an aid to the face that's the way that I live, so don't make no mistake, put the blade to your ribs 'cause I started from the bottom..Dawg, I came from the sticks, suck on my dick I've been coming to kill 'em, I'm eatin' suckers for dinner, somebody please pass the mustardYou ain't rappin', you just mumblin', motherfucker, but still ain't sellin' records, so I can't tell what's worse? (What's worse?)Ha, word.. I really is the shit now, everytime you go to the bathroom I bet you sit down, fuck around with us you get the message like a pin paleCatch me out in Washington poppin' bottles with Denzel, I've been broke eating instant noodles, one call and we show up like a lift from Mumbai, whole squad go hard like long-distant and we stay on point like tits in hootersYeah, the kid too slick like Rick the Ruler and the weed so green like Flick&Polgars, and y'all butter soft as sippin' koolers, I'm a dog off the leash I ain't gettin' neutered, naahhNo, I ain't got a thirty or a hundred round but I'm Terry Fox on the beat, I could run a mileVampire, I come out when the sun go down, hoes used to hateI noticed that they love me now (Love me now)That's right I'm the new dude solved it, If they got beef you can tell 'em fruits rolled upWhy you always gotta rap about food still, so fucked up, I took the red and the blue pill, in the speedo sippin' san pellegrino, chillin' in the sand with a tan like a Guido then I'm the mountains goin' H.A.M. on a ski slopeIn the Vegas ass-naked, now I'm banned from casinos(Hook)Raindrop (drip), drop top (drop top)Smokin' on cookie in the hotbox (cookie)Fuckin' on your bitch, she a thot, thot (thot)Cookin' up dope in the crockpot (pot)We came from nothin' to somethin', nigga (hey)I don't trust nobody, grip the trigger (nobody)Call up the gang and they come and get ya (gang)Cry me a river, give you a tissue (hey)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (blaow)My niggas is savage, ruthless (savage)We got 30's and 100 rounds too (grrah)My bitch is bad and boujee (bad)Cookin' up dope with a Uzi (dope)My niggas is savage, ruthless (hey)We got 30's and 100 rounds too (glah)",bad and boujee (feat. lil uzi vert)
64,"[Intro: Pharrell Williams]Hey[Chorus: Camila Cabello & Pharrell Williams]Havana, ooh na-na (ayy)Half of my heart is in Havana, ooh na-na (ayy, ayy)He took me back to East Atlanta, na-na-na, ahOh, but my heart is in Havana (ayy)There's somethin' 'bout his manners (uh huh)Havana, ooh na-na (uh)[Verse 1: Camila Cabello & Pharrell Williams]He didn't walk up with that ""how you doin'?"" (uh)When he came in the roomHe said there's a lot of girls I can do with (uh)But I can't without youI knew him forever in a minute (hey)That summer night in JuneAnd papa says he got malo in him (uh)He got me feelin' like...[Pre-Chorus: Camila Cabello & Pharrell Williams]Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)I knew it when I met him (ayy), I loved him when I left himGot me feelin' like, ooh-ooh-ooh-ooh-ooh-ooh-ooh-oohAnd then I had to tell him, I had to goOh na-na-na-na-na (woo)[Chorus: Camila Cabello & Pharrell Williams]Havana, ooh na-na (ayy, ayy)Half of my heart is in Havana, ooh na-na (ayy, ayy)He took me back to East Atlanta, na-na-na (uh huh)Oh, but my heart is in Havana (ayy)My heart is in Havana (ayy)Havana, ooh na-na[Verse 2: Young Thug]Jeffery, just graduated, fresh on campus, mmmFresh out East Atlanta with no manners, damn (fresh out East Atlanta)Bump on her bumper like a traffic jamHey, I was quick to pay that girl like Uncle Sam (here you go, ayy)Back it on meShawty cravin' on me, get to eatin' on me (on me)She waited on me (then what?)Shawty cakin' on me, got the bacon on me (wait up)This is history in the makin', on me (on me)Point blank, close range, that BIf it cost a million, that's me (that's me)I was gettin' mula, baby[Chorus: Camila Cabello & Pharrell Williams]Havana, ooh na-na (ayy, ayy)Half of my heart is in Havana, ooh na-na (oh, ayy, ayy)He took me back (uh huh) to East Atlanta, na-na-na (oh, no)Oh, but my heart is in Havana (ayy)My heart is in Havana (ayy)Havana, ooh na-na[Bridge: Starrah & Camila Cabello]Ooh na-na, oh, na-na-na (oo-ooh-ooh-ooh-ooh-ooh-ooh)Take me back, back, back like...Ooh na-na, oh, na-na-na (yeah, babe)Take me back, back, back like...Ooh na-na, oh, na-na-na (yeah, yeah)Take me back, back, back like...Ooh na-na, oh, na-na-na (yeah, babe)Take me back, back, backHey, hey...Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)Take me back to my Havana...[Chorus: Camila Cabello & Pharrell Williams]Havana, ooh na-na (hey)Half of my heart is in Havana, ooh na-na (oh, yeah)He took me back to East Atlanta, (ayy, ayy) na-na-naOh, but my heart is in HavanaMy heart is in Havana (ayy)Havana, ooh na-na[Outro: Starrah, Camila Cabello & Pharrell Williams]Uh huhOh, na-na-na (oh, na, yeah)Oh, na-na-naOh, na-na-na (no, no, no, take me back)Oh, na-na-naHavana, ooh na-na",havana
65,"[Chorus]I've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my faceI've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my face[Verse 1]Somethin' ain't right when we talkin'Somethin' ain't right when we talkin'Look like you hidin' your problemsReally you never was solidNo, you can't ""son"" meYou won't never get to run meJust when shit look out of reachI reach back like one, threeLike one, three, yeah[Pre-Chorus]That's when they smile in my faceWhole time they wanna take my placeWhole time they wanna take my placeWhole time they wanna take my placeYeah, I know they wanna take my placeI can tell that love is fakeI don't trust a word you sayHow you wanna clique up after your mistakes?Look you in the face, and it's just not the same[Chorus]I've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my faceI've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my face[Verse 2]Yeah, straight up to my face, tryna play it safeVibe switch like night and dayI can see it, like, right awayI came up, you changed upI caught that whole playSince, things never been the same[Pre-Chorus]That's when they smile in my faceWhole time they wanna take my placeWhole time they wanna take my placeWhole time they wanna take my placeYeah, I know they wanna take my placeI can tell that love is fake (I can tell that love is fake)I don't trust a word you say (I don't trust a word)How you wanna clique up after your mistakes?(That's just what I heard)Look you in the face, and it's just not the same[Chorus]I've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my faceI've been down so long, it look like up to meThey look up to meI got fake people showin' fake love to meStraight up to my face, straight up to my face[Outro]SkrrtAnd more chune for your headtopSo watch how you speak on my name, you know?",fake love
66,"[Intro]Call it how it isHendrixI promise, I swear, I swearYou heard, spit it, yo[Chorus]Percocets, molly, PercocetsPercocets, molly, PercocetsRep the set, gotta rep the setChase a check, never chase a bitchMask on, fuck it, mask offMask on, fuck it, mask offPercocets, molly, PercocetsChase a check, never chase a bitchDon't chase no bitches[Verse 1]Two cups, toast up with the gangFrom food stamps to a whole 'nother domainOut the bottom, I'm the livin' proof (Super)Ain't compromising, half a million on the coupeDrug houses, lookin' like PeruGraduated, I was overduePink molly, I can barely moveAsk about me, I'm gon' bust a moveRick James, thirty-three chainsOcean air, cruisin' BiscayneTop off, that’s a liabilityHit the gas, boostin' my adrenaline[Chorus]Percocets, molly, PercocetsPercocets, molly, PercocetsRep the set, gotta rep the setChase a check, never chase a bitchMask on, fuck it, mask offMask on, fuck it, mask offPercocets, molly, PercocetsChase a check, never chase a bitchDon't chase no bitches[Verse 2]Four-door Maybach, I drive anythingBuy my Range, make 'em go insane(Oh my Lord, praise him be)My guillotine, drank promethazineTEC and beams, go to those extremesParliament, calamari WednesdayParlay in Vegas, we was in attendanceBefore the business, Theodore lensesTheo-Dur prescriptions, focus on the missionsIntermission, never take a breakSwitch states, touch down, foreign platesAin't no way, ain't no fuckin' wayWe call the play, we didn't come to playRob the bank, we gon' rob the gameThey gang, we gangBut they are not the same (Freebandz)[Chorus]Percocets, molly, PercocetsPercocets, molly, PercocetsRep the set, gotta rep the setChase a check, never chase a bitchMask on, fuck it, mask offMask on, fuck it, mask offPercocets, molly, PercocetsChase a check, never chase a bitchDon't chase no bitches[Outro]Mask on, fuck it, mask offMask on, fuck it, mask offMask on, fuck it, mask offGas gone, never nod off(Cold chills, prison cells)(Oh my Lord, praise him be)",mask off
